Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,direnc,destek,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
22-09-2026 08:00,SMRTG,4.89,5.15,4.89,5.14,33016878.0,0.01,0.25,0.02,900.0,0.25,3672525.4,799.02,0.04,True,24.46,-0.42,-0.43,0.0,2026-09-22,5.43,-5.34,0,,8.31,ATL,True,True
22-09-2026 07:00,NTHOL,38.3,38.96,38.04,38.92,486383.0,0.04,0.62,0.14,355.88,0.62,307546.9,58.15,0.06,True,59.93,-0.03,-0.14,0.11,2026-09-22,38.3,1.62,0,,38.94,37.2,False,False
22-09-2026 07:00,TTKOM,53.45,54.3,53.25,54.15,6377525.0,0.15,0.7,0.22,218.18,0.7,3339288.3,90.98,0.21,True,64.4,0.2,0.01,0.19,2026-09-22,53.4,1.4,0,,60.85,51.85,False,False
22-09-2026 07:00,RGYAS,190.6,197.2,190.3,195.9,671392.0,1.3,5.3,0.64,728.13,5.3,169938.6,295.08,0.25,True,68.1,0.26,-0.44,0.69,2026-09-22,190.4,2.89,0,,203.0,186.0,False,False
22-09-2026 07:00,EGEGY,14.36,16.14,14.36,16.08,3077119.0,0.06,1.72,0.18,855.56,1.72,1763517.4,74.49,0.03,True,49.22,-0.94,-1.16,0.22,2026-09-22,14.69,9.46,0,,16.32,14.69,True,True
22-09-2026 07:00,KMPUR,15.4,15.83,15.28,15.76,395320.0,0.07,0.36,0.07,400.0,0.36,160175.5,146.8,0.19,True,46.72,-0.3,-0.39,0.09,2026-09-22,15.34,2.74,0,,18.47,14.9,True,False
22-09-2026 07:00,ECILC,57.6,60.4,57.15,60.3,2343625.0,0.1,2.7,0.31,757.14,2.7,695836.5,236.81,0.04,True,52.04,-1.31,-1.57,0.26,2026-09-22,57.4,5.05,0,,64.5,54.8,False,False
22-09-2026 07:00,KONKA,7.65,7.83,7.43,7.8,480033.0,0.03,0.15,0.01,971.43,0.15,302710.2,58.58,0.2,True,42.98,-0.2,-0.19,-0.01,2026-09-22,7.65,1.96,0,,9.4,ATL,True,True
22-09-2026 07:00,DURKN,12.15,13.17,12.15,12.93,2987010.0,0.24,0.78,0.08,900.0,0.78,345697.0,764.05,0.31,True,26.14,-0.96,-0.95,-0.01,2026-09-22,13.5,-4.22,0,,19.86,ATL,True,True
22-09-2026 07:00,DOHOL,20.02,20.52,19.88,20.44,5622332.0,0.08,0.42,0.05,757.14,0.42,1787154.8,214.6,0.19,True,57.16,-0.16,-0.24,0.07,2026-09-22,19.84,3.02,0,,21.14,19.42,True,False
22-09-2026 07:00,KORDS,3.07,3.14,3.04,3.12,6053256.0,0.02,0.05,0.02,233.33,0.05,2504896.0,141.66,0.4,True,45.38,-0.09,-0.11,0.03,2026-09-22,3.07,1.63,0,,3.49,2.92,True,False
